three_character,group,sub_chapter,chapter
T84,"Complications of internal orthopaedic prosthetic devices, implants and grafts","Complications of surgical and medical care, not elsewhere classified","Injury, poisoning and certain other consequences of external causes"
T85,"Complications of other internal prosthetic devices, implants and grafts","Complications of surgical and medical care, not elsewhere classified","Injury, poisoning and certain other consequences of external causes"
T86,Failure and rejection of transplanted organs and tissues,"Complications of surgical and medical care, not elsewhere classified","Injury, poisoning and certain other consequences of external causes"
T87,Complications peculiar to reattachment and amputation,"Complications of surgical and medical care, not elsewhere classified","Injury, poisoning and certain other consequences of external causes"
T88,"Other complications of surgical and medical care, not elsewhere classified","Complications of surgical and medical care, not elsewhere classified","Injury, poisoning and certain other consequences of external causes"
T90,Sequelae of injuries of head,"Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
T91,Sequelae of injuries of neck and trunk,"Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
T92,Sequelae of injuries of upper limb,"Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
T93,Sequelae of injuries of lower limb,"Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
T94,Sequelae of injuries involving multiple and unspecified body regions,"Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
T95,"Sequelae of burns, corrosions and frostbite","Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
T96,"Sequelae of poisoning by drugs, medicaments and biological substances","Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
T97,Sequelae of toxic effects of substances chiefly nonmedicinal as to source,"Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
T98,Sequelae of other and unspecified effects of external causes,"Sequelae of injuries, of poisoning and of other consequences of external causes","Injury, poisoning and certain other consequences of external causes"
V01,Pedestrian injured in collision with pedal cycle,Accidents,External causes of morbidity and mortality
V02,Pedestrian injured in collision with two- or three-wheeled motor vehicle,Accidents,External causes of morbidity and mortality
V03,"Pedestrian injured in collision with car, pick-up truck or van",Accidents,External causes of morbidity and mortality
V04,Pedestrian injured in collision with heavy transport vehicle or bus,Accidents,External causes of morbidity and mortality
V05,Pedestrian injured in collision with railway train or railway vehicle,Accidents,External causes of morbidity and mortality
V06,Pedestrian injured in collision with other nonmotor vehicle,Accidents,External causes of morbidity and mortality
V09,Pedestrian injured in other and unspecified transport accidents,Accidents,External causes of morbidity and mortality
V10,Pedal cyclist injured in collision with pedestrian or animal,Accidents,External causes of morbidity and mortality
V11,Pedal cyclist injured in collision with other pedal cycle,Accidents,External causes of morbidity and mortality
V12,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,Accidents,External causes of morbidity and mortality
V13,"Pedal cyclist injured in collision with car, pick-up truck or van",Accidents,External causes of morbidity and mortality
V14,Pedal cyclist injured in collision with heavy transport vehicle or bus,Accidents,External causes of morbidity and mortality
V15,Pedal cyclist injured in collision with railway train or railway vehicle,Accidents,External causes of morbidity and mortality
V16,Pedal cyclist injured in collision with other nonmotor vehicle,Accidents,External causes of morbidity and mortality
V17,Pedal cyclist injured in collision with fixed or stationary object,Accidents,External causes of morbidity and mortality
V18,Pedal cyclist injured in noncollision transport accident,Accidents,External causes of morbidity and mortality
V19,Pedal cyclist injured in other and unspecified transport accidents,Accidents,External causes of morbidity and mortality
V20,Motorcycle rider injured in collision with pedestrian or animal,Accidents,External causes of morbidity and mortality
V21,Motorcycle rider injured in collision with pedal cycle,Accidents,External causes of morbidity and mortality
V22,Motorcycle rider injured in collision with two- or three-wheeled motor vehicle,Accidents,External causes of morbidity and mortality
V23,"Motorcycle rider injured in collision with car, pick-up truck or van",Accidents,External causes of morbidity and mortality
V24,Motorcycle rider injured in collision with heavy transport vehicle or bus,Accidents,External causes of morbidity and mortality
V25,Motorcycle rider injured in collision with railway train or railway vehicle,Accidents,External causes of morbidity and mortality
V26,Motorcycle rider injured in collision with other nonmotor vehicle,Accidents,External causes of morbidity and mortality
V27,Motorcycle rider injured in collision with fixed or stationary object,Accidents,External causes of morbidity and mortality
V28,Motorcycle rider injured in noncollision transport accident,Accidents,External causes of morbidity and mortality
V29,Motorcycle rider injured in other and unspecified transport accidents,Accidents,External causes of morbidity and mortality
V30,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,Accidents,External causes of morbidity and mortality
V31,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,Accidents,External causes of morbidity and mortality
V32,Occupant of three-wheeled motor vehicle injured in collision withtwo- or three-wheeled motor vehicle,Accidents,External causes of morbidity and mortality
V33,"Occupant of three-wheeled motor vehicle injured in collision withcar, pick-up truck or van",Accidents,External causes of morbidity and mortality
V34,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,Accidents,External causes of morbidity and mortality
V35,Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle,Accidents,External causes of morbidity and mortality
V36,Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle,Accidents,External causes of morbidity and mortality
V37,Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object,Accidents,External causes of morbidity and mortality
V38,Occupant of three-wheeled motor vehicle injured in noncollision transport accident,Accidents,External causes of morbidity and mortality
V39,Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents,Accidents,External causes of morbidity and mortality
V40,Car occupant injured in collision with pedestrian or animal,Accidents,External causes of morbidity and mortality
V41,Car occupant injured in collision with pedal cycle,Accidents,External causes of morbidity and mortality
V42,Car occupant injured in collision with two- or three-wheeled motor vehicle,Accidents,External causes of morbidity and mortality
V43,"Car occupant injured in collision with car, pick-up truck or van",Accidents,External causes of morbidity and mortality
V44,Car occupant injured in collision with heavy transport vehicle or bus,Accidents,External causes of morbidity and mortality
V45,Car occupant injured in collision with railway train or railway vehicle,Accidents,External causes of morbidity and mortality
V46,Car occupant injured in collision with other nonmotor vehicle,Accidents,External causes of morbidity and mortality
V47,Car occupant injured in collision with fixed or stationary object,Accidents,External causes of morbidity and mortality
V48,Car occupant injured in noncollision transport accident,Accidents,External causes of morbidity and mortality
V49,Car occupant injured in other and unspecified transport accidents,Accidents,External causes of morbidity and mortality
V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal,Accidents,External causes of morbidity and mortality
V51,Occupant of pick-up truck or van injured in collision with pedalcycle,Accidents,External causes of morbidity and mortality
V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle,Accidents,External causes of morbidity and mortality
V53,Occupant of pick-up truck or van injured in collision with car pick-up truck or van,Accidents,External causes of morbidity and mortality
V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus,Accidents,External causes of morbidity and mortality
V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle,Accidents,External causes of morbidity and mortality
V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle,Accidents,External causes of morbidity and mortality
V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object,Accidents,External causes of morbidity and mortality
V58,Occupant of pick-up truck or van injured in noncollision transport accident,Accidents,External causes of morbidity and mortality
V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents,Accidents,External causes of morbidity and mortality
V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal,Accidents,External causes of morbidity and mortality
V61,Occupant of heavy transport vehicle injured in collision with pedalcycle,Accidents,External causes of morbidity and mortality
V62,Occupant of heavy transport vehicle injured in collision with two-or three-wheeled motor vehicle,Accidents,External causes of morbidity and mortality
V63,Occupant of heavy transport vehicle injured in collision with car pick-up truck or van,Accidents,External causes of morbidity and mortality
V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus,Accidents,External causes of morbidity and mortality
V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle,Accidents,External causes of morbidity and mortality
V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle,Accidents,External causes of morbidity and mortality
V67,Occupant of heavy transport vehicle injured in collision with fixed or stationary object,Accidents,External causes of morbidity and mortality
V68,Occupant of heavy transport vehicle injured in noncollision transport accident,Accidents,External causes of morbidity and mortality
V69,Occupant of heavy transport vehicle injured in other and unspecified transport accidents,Accidents,External causes of morbidity and mortality
V70,Bus occupant injured in collision with pedestrian or animal,Accidents,External causes of morbidity and mortality
V71,Bus occupant injured in collision with pedal cycle,Accidents,External causes of morbidity and mortality
V72,Bus occupant injured in collision with two- or three-wheeled motor vehicle,Accidents,External causes of morbidity and mortality
V73,"Bus occupant injured in collision with car, pick-up truck or van",Accidents,External causes of morbidity and mortality
V74,Bus occupant injured in collision with heavy transport vehicle or bus,Accidents,External causes of morbidity and mortality
V75,Bus occupant injured in collision with railway train or railway vehicle,Accidents,External causes of morbidity and mortality
V76,Bus occupant injured in collision with other nonmotor vehicle,Accidents,External causes of morbidity and mortality
V77,Bus occupant injured in collision with fixed or stationary object,Accidents,External causes of morbidity and mortality
V78,Bus occupant injured in noncollision transport accident,Accidents,External causes of morbidity and mortality
V79,Bus occupant injured in other and unspecified transport accidents,Accidents,External causes of morbidity and mortality
V80,Animal-rider or occupant of animal-drawn vehicle injured intransport accident,Accidents,External causes of morbidity and mortality
V81,Occupant of railway train or railway vehicle injured in transport accident,Accidents,External causes of morbidity and mortality
V82,Occupant of streetcar injured in transport accident,Accidents,External causes of morbidity and mortality
V83,Occupant of special vehicle mainly used on industrial premises injured in transport accident,Accidents,External causes of morbidity and mortality
V84,Occupant of special vehicle mainly used in agriculture injured in transport accident,Accidents,External causes of morbidity and mortality
V85,Occupant of special construction vehicle injured in transport accident,Accidents,External causes of morbidity and mortality
V86,"Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident",Accidents,External causes of morbidity and mortality
V87,Traffic accident of specified type but victim's mode of transport unknown,Accidents,External causes of morbidity and mortality
V88,Nontraffic accident of specified type but victim's mode of transport unknown,Accidents,External causes of morbidity and mortality
V89,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",Accidents,External causes of morbidity and mortality
V90,Accident to watercraft causing drowning and submersion,Accidents,External causes of morbidity and mortality
V91,Accident to watercraft causing other injury,Accidents,External causes of morbidity and mortality
V92,Water-transport-related drowning and submersion without accident to watercraft,Accidents,External causes of morbidity and mortality
V93,"Accident on board watercraft without accident to watercraft, not causing drowning and submersion",Accidents,External causes of morbidity and mortality
V94,Other and unspecified water transport accidents,Accidents,External causes of morbidity and mortality
V95,Accident to powered aircraft causing injury to occupant,Accidents,External causes of morbidity and mortality
V96,Accident to nonpowered aircraft causing injury to occupant,Accidents,External causes of morbidity and mortality
V97,Other specified air transport accidents,Accidents,External causes of morbidity and mortality
V98,Other specified transport accidents,Accidents,External causes of morbidity and mortality
V99,Unspecified transport accident,Accidents,External causes of morbidity and mortality
W00,Fall on same level involving ice and snow,Accidents,External causes of morbidity and mortality
W01,"Fall on same level from slipping, tripping and stumbling",Accidents,External causes of morbidity and mortality
W02,"Fall involving ice-skates, skis, roller-skates or skateboards",Accidents,External causes of morbidity and mortality
W03,"Other fall on same level due to collision with, or pushing by, another person",Accidents,External causes of morbidity and mortality
W04,Fall while being carried or supported by other persons,Accidents,External causes of morbidity and mortality
W05,Fall involving wheelchair,Accidents,External causes of morbidity and mortality
W06,Fall involving bed,Accidents,External causes of morbidity and mortality
W07,Fall involving chair,Accidents,External causes of morbidity and mortality
W08,Fall involving other furniture,Accidents,External causes of morbidity and mortality
W09,Fall involving playground equipment,Accidents,External causes of morbidity and mortality
W10,Fall on and from stairs and steps,Accidents,External causes of morbidity and mortality
W11,Fall on and from ladder,Accidents,External causes of morbidity and mortality
W12,Fall on and from scaffolding,Accidents,External causes of morbidity and mortality
W13,"Fall from, out of or through building or structure",Accidents,External causes of morbidity and mortality
W14,Fall from tree,Accidents,External causes of morbidity and mortality
W15,Fall from cliff,Accidents,External causes of morbidity and mortality
W16,Diving or jumping into water causing injury other than drowning or submersion,Accidents,External causes of morbidity and mortality
W17,Other fall from one level to another,Accidents,External causes of morbidity and mortality
W18,Other fall on same level,Accidents,External causes of morbidity and mortality
W19,Unspecified fall,Accidents,External causes of morbidity and mortality
W20,"Struck by thrown, projected or falling object",Accidents,External causes of morbidity and mortality
W21,Striking against or struck by sports equipment,Accidents,External causes of morbidity and mortality
W22,Striking against or struck by other objects,Accidents,External causes of morbidity and mortality
W23,"Caught, crushed, jammed or pinched in or between objects",Accidents,External causes of morbidity and mortality
W24,"Contact with lifting and transmission devices, not elsewhere classified",Accidents,External causes of morbidity and mortality
W25,Contact with sharp glass,Accidents,External causes of morbidity and mortality
W26,"Contact with knife, sword or dagger",Accidents,External causes of morbidity and mortality
W27,Contact with nonpowered hand tool,Accidents,External causes of morbidity and mortality
W28,Contact with powered lawnmower,Accidents,External causes of morbidity and mortality
W29,Contact with other powered hand tools and household machinery,Accidents,External causes of morbidity and mortality
W30,Contact with agricultural machinery,Accidents,External causes of morbidity and mortality
W31,Contact with other and unspecified machinery,Accidents,External causes of morbidity and mortality
W32,Handgun discharge,Accidents,External causes of morbidity and mortality
W33,"Rifle, shotgun and larger firearm discharge",Accidents,External causes of morbidity and mortality
W34,Discharge from other and unspecified firearms,Accidents,External causes of morbidity and mortality
W35,Explosion and rupture of boiler,Accidents,External causes of morbidity and mortality
W36,Explosion and rupture of gas cylinder,Accidents,External causes of morbidity and mortality
W37,"Explosion and rupture of pressurized tyre, pipe or hose",Accidents,External causes of morbidity and mortality
W38,Explosion and rupture of other specified pressurized devices,Accidents,External causes of morbidity and mortality
W39,Discharge of firework,Accidents,External causes of morbidity and mortality
W40,Explosion of other materials,Accidents,External causes of morbidity and mortality
W41,Exposure to high-pressure jet,Accidents,External causes of morbidity and mortality
W42,Exposure to noise,Accidents,External causes of morbidity and mortality
W43,Exposure to vibration,Accidents,External causes of morbidity and mortality
W44,Foreign body entering into or through eye or natural orifice,Accidents,External causes of morbidity and mortality
W45,Foreign body or object entering through skin,Accidents,External causes of morbidity and mortality
W46,Contact with hypodermic needle,Accidents,External causes of morbidity and mortality
W49,Exposure to other and unspecified inanimate mechanical forces,Accidents,External causes of morbidity and mortality
W50,"Hit, struck, kicked, twisted, bitten or scratched by another person",Accidents,External causes of morbidity and mortality
W51,Striking against or bumped into by another person,Accidents,External causes of morbidity and mortality
W52,"Crushed, pushed or stepped on by crowd or human stampede",Accidents,External causes of morbidity and mortality
W53,Bitten by rat,Accidents,External causes of morbidity and mortality
W54,Bitten or struck by dog,Accidents,External causes of morbidity and mortality
W55,Bitten or struck by other mammals,Accidents,External causes of morbidity and mortality
W56,Contact with marine animal,Accidents,External causes of morbidity and mortality
W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods,Accidents,External causes of morbidity and mortality
W58,Bitten or struck by crocodile or alligator,Accidents,External causes of morbidity and mortality
W59,Bitten or crushed by other reptiles,Accidents,External causes of morbidity and mortality
W60,Contact with plant thorns and spines and sharp leaves,Accidents,External causes of morbidity and mortality
W64,Exposure to other and unspecified animate mechanical forces,Accidents,External causes of morbidity and mortality
W65,Drowning and submersion while in bath-tub,Accidents,External causes of morbidity and mortality
W66,Drowning and submersion following fall into bath-tub,Accidents,External causes of morbidity and mortality
W67,Drowning and submersion while in swimming-pool,Accidents,External causes of morbidity and mortality
W68,Drowning and submersion following fall into swimming-pool,Accidents,External causes of morbidity and mortality
W69,Drowning and submersion while in natural water,Accidents,External causes of morbidity and mortality
W70,Drowning and submersion following fall into natural water,Accidents,External causes of morbidity and mortality
W73,Other specified drowning and submersion,Accidents,External causes of morbidity and mortality
W74,Unspecified drowning and submersion,Accidents,External causes of morbidity and mortality
W75,Accidental suffocation and strangulation in bed,Accidents,External causes of morbidity and mortality
W76,Other accidental hanging and strangulation,Accidents,External causes of morbidity and mortality
W77,"Threat to breathing due to cave-in, falling earth and other substances",Accidents,External causes of morbidity and mortality
W78,Inhalation of gastric contents,Accidents,External causes of morbidity and mortality
W79,Inhalation and ingestion of food causing obstruction of respiratory tract,Accidents,External causes of morbidity and mortality
W80,Inhalation and ingestion of other objects causing obstruction of respiratory tract,Accidents,External causes of morbidity and mortality
W81,Confined to or trapped in a low-oxygen environment,Accidents,External causes of morbidity and mortality
W83,Other specified threats to breathing,Accidents,External causes of morbidity and mortality
W84,Unspecified threat to breathing,Accidents,External causes of morbidity and mortality
W85,Exposure to electric transmission lines,Accidents,External causes of morbidity and mortality
W86,Exposure to other specified electric current,Accidents,External causes of morbidity and mortality
W87,Exposure to unspecified electric current,Accidents,External causes of morbidity and mortality
W88,Exposure to ionizing radiation,Accidents,External causes of morbidity and mortality
W89,Exposure to man-made visible and ultraviolet light,Accidents,External causes of morbidity and mortality
W90,Exposure to other nonionizing radiation,Accidents,External causes of morbidity and mortality
W91,Exposure to unspecified type of radiation,Accidents,External causes of morbidity and mortality
W92,Exposure to excessive heat of man-made origin,Accidents,External causes of morbidity and mortality
W93,Exposure to excessive cold of man-made origin,Accidents,External causes of morbidity and mortality
W94,Exposure to high and low air pressure and changes in air pressure,Accidents,External causes of morbidity and mortality
W99,Exposure to other and unspecified man-made environmental factors,Accidents,External causes of morbidity and mortality
X00,Exposure to uncontrolled fire in building or structure,Accidents,External causes of morbidity and mortality
X01,"Exposure to uncontrolled fire, not in building or structure",Accidents,External causes of morbidity and mortality
X02,Exposure to controlled fire in building or structure,Accidents,External causes of morbidity and mortality
X03,"Exposure to controlled fire, not in building or structure",Accidents,External causes of morbidity and mortality
X04,Exposure to ignition of highly flammable material,Accidents,External causes of morbidity and mortality
X05,Exposure to ignition or melting of nightwear,Accidents,External causes of morbidity and mortality
X06,Exposure to ignition or melting of other clothing and apparel,Accidents,External causes of morbidity and mortality
X08,"Exposure to other specified smoke, fire and flames",Accidents,External causes of morbidity and mortality
X09,"Exposure to unspecified smoke, fire and flames",Accidents,External causes of morbidity and mortality
X10,"Contact with hot drinks, food, fats and cooking oils",Accidents,External causes of morbidity and mortality
X11,Contact with hot tap-water,Accidents,External causes of morbidity and mortality
X12,Contact with other hot fluids,Accidents,External causes of morbidity and mortality
X13,Contact with steam and hot vapours,Accidents,External causes of morbidity and mortality
X14,Contact with hot air and gases,Accidents,External causes of morbidity and mortality
X15,Contact with hot household appliances,Accidents,External causes of morbidity and mortality
X16,"Contact with hot heating appliances, radiators and pipes",Accidents,External causes of morbidity and mortality
X17,"Contact with hot engines, machinery and tools",Accidents,External causes of morbidity and mortality
X18,Contact with other hot metals,Accidents,External causes of morbidity and mortality
X19,Contact with other and unspecified heat and hot substances,Accidents,External causes of morbidity and mortality
X20,Contact with venomous snakes and lizards,Accidents,External causes of morbidity and mortality
X21,Contact with venomous spiders,Accidents,External causes of morbidity and mortality
X22,Contact with scorpions,Accidents,External causes of morbidity and mortality
X23,"Contact with hornets, wasps and bees",Accidents,External causes of morbidity and mortality
X24,Contact with centipedes and venomous millipedes (tropical),Accidents,External causes of morbidity and mortality
X25,Contact with other specified venomous arthropods,Accidents,External causes of morbidity and mortality
X26,Contact with venomous marine animals and plants,Accidents,External causes of morbidity and mortality
X27,Contact with other specified venomous animals,Accidents,External causes of morbidity and mortality
X28,Contact with other specified venomous plants,Accidents,External causes of morbidity and mortality
X29,Contact with unspecified venomous animal or plant,Accidents,External causes of morbidity and mortality
X30,Exposure to excessive natural heat,Accidents,External causes of morbidity and mortality
X31,Exposure to excessive natural cold,Accidents,External causes of morbidity and mortality
X32,Exposure to sunlight,Accidents,External causes of morbidity and mortality
X33,Victim of lightning,Accidents,External causes of morbidity and mortality
X34,Victim of earthquake,Accidents,External causes of morbidity and mortality
X35,Victim of volcanic eruption,Accidents,External causes of morbidity and mortality
X36,"Victim of avalanche, landslide and other earth movements",Accidents,External causes of morbidity and mortality
X37,Victim of cataclysmic storm,Accidents,External causes of morbidity and mortality
X38,Victim of flood,Accidents,External causes of morbidity and mortality
X39,Exposure to other and unspecified forces of nature,Accidents,External causes of morbidity and mortality
X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Accidents,External causes of morbidity and mortality
X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",Accidents,External causes of morbidity and mortality
X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Accidents,External causes of morbidity and mortality
X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Accidents,External causes of morbidity and mortality
X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Accidents,External causes of morbidity and mortality
X45,Accidental poisoning by and exposure to alcohol,Accidents,External causes of morbidity and mortality
X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Accidents,External causes of morbidity and mortality
X47,Accidental poisoning by and exposure to other gases and vapours,Accidents,External causes of morbidity and mortality
X48,Accidental poisoning by and exposure to pesticides,Accidents,External causes of morbidity and mortality
X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Accidents,External causes of morbidity and mortality
X50,Overexertion and strenuous or repetitive movements,Accidents,External causes of morbidity and mortality
X51,Travel and motion,Accidents,External causes of morbidity and mortality
X52,Prolonged stay in weightless environment,Accidents,External causes of morbidity and mortality
X53,Lack of food,Accidents,External causes of morbidity and mortality
X54,Lack of water,Accidents,External causes of morbidity and mortality
X57,Unspecified privation,Accidents,External causes of morbidity and mortality
X58,Exposure to other specified factors,Accidents,External causes of morbidity and mortality
X59,Exposure to unspecified factor,Accidents,External causes of morbidity and mortality
X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Intentional self-harm,External causes of morbidity and mortality
X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",Intentional self-harm,External causes of morbidity and mortality
X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",Intentional self-harm,External causes of morbidity and mortality
X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,Intentional self-harm,External causes of morbidity and mortality
X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Intentional self-harm,External causes of morbidity and mortality
X65,Intentional self-poisoning by and exposure to alcohol,Intentional self-harm,External causes of morbidity and mortality
X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Intentional self-harm,External causes of morbidity and mortality
X67,Intentional self-poisoning by and exposure to other gases and vapours,Intentional self-harm,External causes of morbidity and mortality
X68,Intentional self-poisoning by and exposure to pesticides,Intentional self-harm,External causes of morbidity and mortality
X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,Intentional self-harm,External causes of morbidity and mortality
X70,"Intentional self-harm by hanging, strangulation and suffocation",Intentional self-harm,External causes of morbidity and mortality
X71,Intentional self-harm by drowning and submersion,Intentional self-harm,External causes of morbidity and mortality
X72,Intentional self-harm by handgun discharge,Intentional self-harm,External causes of morbidity and mortality
X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",Intentional self-harm,External causes of morbidity and mortality
X74,Intentional self-harm by other and unspecified firearm discharge,Intentional self-harm,External causes of morbidity and mortality
X75,Intentional self-harm by explosive material,Intentional self-harm,External causes of morbidity and mortality
X76,"Intentional self-harm by smoke, fire and flames",Intentional self-harm,External causes of morbidity and mortality
X77,"Intentional self-harm by steam, hot vapours and hot objects",Intentional self-harm,External causes of morbidity and mortality
X78,Intentional self-harm by sharp object,Intentional self-harm,External causes of morbidity and mortality
X79,Intentional self-harm by blunt object,Intentional self-harm,External causes of morbidity and mortality
X80,Intentional self-harm by jumping from a high place,Intentional self-harm,External causes of morbidity and mortality
X81,Intentional self-harm by jumping or lying before moving object,Intentional self-harm,External causes of morbidity and mortality
X82,Intentional self-harm by crashing of motor vehicle,Intentional self-harm,External causes of morbidity and mortality
X83,Intentional self-harm by other specified means,Intentional self-harm,External causes of morbidity and mortality
X84,Intentional self-harm by unspecified means,Intentional self-harm,External causes of morbidity and mortality
X85,"Assault by drugs, medicaments and biological substances",Assault,External causes of morbidity and mortality
X86,Assault by corrosive substance,Assault,External causes of morbidity and mortality
X87,Assault by pesticides,Assault,External causes of morbidity and mortality
X88,Assault by gases and vapours,Assault,External causes of morbidity and mortality
X89,Assault by other specified chemicals and noxious substances,Assault,External causes of morbidity and mortality
X90,Assault by unspecified chemical or noxious substance,Assault,External causes of morbidity and mortality
X91,"Assault by hanging, strangulation and suffocation",Assault,External causes of morbidity and mortality
X92,Assault by drowning and submersion,Assault,External causes of morbidity and mortality
X93,Assault by handgun discharge,Assault,External causes of morbidity and mortality
X94,"Assault by rifle, shotgun and larger firearm discharge",Assault,External causes of morbidity and mortality
X95,Assault by other and unspecified firearm discharge,Assault,External causes of morbidity and mortality
X96,Assault by explosive material,Assault,External causes of morbidity and mortality
X97,"Assault by smoke, fire and flames",Assault,External causes of morbidity and mortality
X98,"Assault by steam, hot vapours and hot objects",Assault,External causes of morbidity and mortality
X99,Assault by sharp object,Assault,External causes of morbidity and mortality
Y00,Assault by blunt object,Assault,External causes of morbidity and mortality
Y01,Assault by pushing from high place,Assault,External causes of morbidity and mortality
Y02,Assault by pushing or placing victim before moving object,Assault,External causes of morbidity and mortality
Y03,Assault by crashing of motor vehicle,Assault,External causes of morbidity and mortality
Y04,Assault by bodily force,Assault,External causes of morbidity and mortality
Y05,Sexual assault by bodily force,Assault,External causes of morbidity and mortality
Y06,Neglect and abandonment,Assault,External causes of morbidity and mortality
Y07,Other maltreatment syndromes,Assault,External causes of morbidity and mortality
Y08,Assault by other specified means,Assault,External causes of morbidity and mortality
Y09,Assault by unspecified means,Assault,External causes of morbidity and mortality
Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y11,"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified,",Event of undetermined intent,External causes of morbidity and mortality
Y12,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y13,"Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y14,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y15,"Poisoning by and exposure to alcohol, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y16,"Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y17,"Poisoning by and exposure to other gases and vapours, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y18,"Poisoning by and exposure to pesticides, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y19,"Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y20,"Hanging, strangulation and suffocation, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y21,"Drowning and submersion, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y22,"Handgun discharge, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y23,"Rifle, shotgun and larger firearm discharge, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y24,"Other and unspecified firearm discharge, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y25,"Contact with explosive material, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y26,"Exposure to smoke, fire and flames, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
Y27,"Contact with steam, hot vapours and hot objects, undetermined intent",Event of undetermined intent,External causes of morbidity and mortality
